id,created_at,geo,place,coordinates,text,truncated,name,screen_name,text_en,sentiment,confidence,sentiment_digit,keyword
1460565937887793159,2021-11-16 11:10:30+00:00,,,,RenaultHyvia Auch Master CityBus und Fahrgestell mit Fuel Cell ,False,VISION mobility,VISIONmobility1,RenaultHyvia Also Master CityBus and chassis with Fuel Cell,Positive,0.7373014065503938,1,RenaultHyvia
1460588288843124738,2021-11-16 12:39:19+00:00,,,,So 15 min auf den Bus warten ,False,Mammut69💉💉,Mammut691,So 15 min wait for the bus,Neutral,0.23492460244150604,0,wait
1460610984561811470,2021-11-16 14:09:30+00:00,,,,Menschen die beim Bus vorne beim Fahrer einsteigen und ihre Fahrkarte vorzeigen Weiß man da schon genaueres münchen,False,"mal faul, mal Tier. Immer 🌈🏳️‍🌈💉💉",malfaulmaltier,People who get on the bus in front of the driver and show their ticket Do you know more about it munich,Positive,0.13084580425368442,1,People
1460700147055316994,2021-11-16 20:03:48+00:00,,,,  Ui ich war bisher auf Bus aber Hurtigruten ist natürlich eine ganz tolle Idee,False,berghungrig 🇪🇺,berghungrig,  Ui I was so far on bus but Hurtigruten is of course a great idea,Neutral,0.7640420056575765,0,Hurtigruten
1460701429979566080,2021-11-16 20:08:54+00:00,,,,Verkehrsministerin KerstinSchreyer in der 24 Rundschau zu 3G in Bus und Bahn Der Schutz der Fahrgäste im ,True,"Staatsministerium für Wohnen, Bau und Verkehr",BauenBewegen,Transport Minister KerstinSchreyer in the 24 Rundschau on 3G in buses and trains The protection of passengers in the,Neutral,0.046470757342467306,0,KerstinSchreyer
1460702751046918144,2021-11-16 20:14:09+00:00,,,, Ist immer noch so Ab Bodø dann Bus ,False,berghungrig 🇪🇺,berghungrig, Is still so From Bodø then bus,Neutral,0.4273878791811959,0,still
1460703714616950788,2021-11-16 20:17:58+00:00,,,,   Tja Ich würde mal sagen Bus verpasst,False,Thomas Böttiger 🏳️‍🌈,macinthemiddle,"   Well, I'd say we missed the bus.",Neutral,0.40142845721871645,0,missed
1460718090036129793,2021-11-16 21:15:06+00:00,,"{'id': '37439688c6302728', 'url': 'https://api.twitter.com/1.1/geo/id/37439688c6302728.json', 'place_type': 'city', 'name': 'Munich', 'full_name': 'Munich, Germany', 'country_code': 'DE', 'country': 'Germany', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[11.360589, 48.061634], [11.722918, 48.061634], [11.722918, 48.248124], [11.360589, 48.248124]]]}, 'attributes': {}}",,  Auswärts in Dortmund wenn dort auch 2G kommt wird es dann schon schwieriger Oder sie sch ,True,Quintuple-Sandy,Robben25052013,  Away in Dortmund if there also 2G comes it will then already more difficult Or they sch,Positive,0.5908694443856609,1,difficult
1460720254015922176,2021-11-16 21:23:42+00:00,,,,Verkehrsexperte zu CoronaRegeln Bus und Bahn sind ohne 3G nicht mehr nutzbar  ,False,Marko Schlichting,schlichtmedien,Transport expert on CoronaRules Bus and train are no longer usable without 3G,Negative,0.6694832166801564,-1,CoronaRules
1460849370950156288,2021-11-17 05:56:45+00:00,,,,Youtube warum diese Porsche356Konversion auf Elektro anders ist Warum Motortrend den LucidAir zum Auto des ,True,e-engine magazin,eenginemagazin,Youtube Why this Porsche356conversion to electric is different Why Motortrend named the LucidAir Car of the,Positive,0.7877092903310894,1,Porsche356conversion
1460890620512411650,2021-11-17 08:40:40+00:00,,,,"3G in Bus und Bahn Ampel plant weitere Verschärfungen für Ungeimpfte

Die Bürgerrechte werden dadurch weiterhin ",True,AfD Bayern im Landtag,AfD_Bayern_LT,"3G on bus and train traffic lights plan further tightening for the unvaccinated

Civil liberties will continue to be",Negative,0.521803106982616,-1,unvaccinated
1460896776387452929,2021-11-17 09:05:08+00:00,,,,RenaultHyvia Auch Master CityBus und Fahrgestell mit Fuel Cell ,False,busplaner,omnibusmagazin,RenaultHyvia Also Master CityBus and chassis with Fuel Cell,Neutral,0.45576103426408054,0,RenaultHyvia
1460919195462422529,2021-11-17 10:34:13+00:00,,,,  Und Logik sagt im Auto sitze ich allein od mit 14 Personen aus gleichem Haushalt od befre ,True,Johannes Reichart,JuanReichart,  And logic says in the car I sit alone or with 14 people from the same household or friends.,Positive,0.26072814862628135,1,household
1460920650218967045,2021-11-17 10:40:00+00:00,,,,Als autorisierte Solaris Bus Werkstatt führen wir alle Wartungsarbeiten und Kundendienste für Deine Solaris Busse d ,True,AGK Truck & Bus GmbH,AGK_Bayern,"As an authorised Solaris bus workshop, we carry out all maintenance work and customer services for your Solaris buses d",Positive,0.9241869106742496,1,maintenance
1460921435552198662,2021-11-17 10:43:07+00:00,,,, 2000     Doch klar EBusse schon Ab ,True,RGB Pixl,RGBPixl, 2000 But of course EBusse already Ab,Negative,0.950375957329543,-1,already
1460950806203613185,2021-11-17 12:39:50+00:00,,,,im bus redet hier jemand so laut türkisch bro erzähl gleich dein lebenslauf,False,dilan,lmaodilann,on the bus someone is talking so loud in turkish bro tell your resume right now,Negative,0.8401355664417781,-1,someone
1460960964610772995,2021-11-17 13:20:11+00:00,,,, 13   Wär für irgendwann anstehenden Neubau sicherlich trotzdem sinnvol ,True,Andi Barth @dahoam,Andi_Barth, 13 Would certainly still make sense for a new building at some point in the future.,Positive,0.7679830500825012,1,certainly
1460971366937772048,2021-11-17 14:01:32+00:00,,,,Bewerbungsgespräch Bewerberin gibt an nicht geimpft und nicht getestet zu sein braucht sie nicht weil sie ja mi ,True,Klaus,FKAMUC,job interview applicant states not to be vaccinated and not tested she does not need to be because she is with,Positive,0.038239459809960796,1,vaccinated
1460990484135006208,2021-11-17 15:17:29+00:00,,,,Ist euch das auch schon passiert ihr steigt irgendwo aus ZugSBahn aus wo ihr euch nicht auskennt und verpasst ,True,Edmund Lauterbach,elba013,Has this ever happened to you? You get off the train somewhere where you don't know your way around and miss it?,Negative,0.7787258621538703,-1,somewhere
1460995609394089990,2021-11-17 15:37:51+00:00,,,, 13 Und zwischen 2 Haltestellen muss man 4 Ampelfurten überqueren die in der für Fußgänger un ,True,Velo-Ciraptor,VeloCiraptorMuc, 13 And between 2 stops you have to cross 4 traffic light lanes which are in the pedestrians un,Neutral,0.5005304802601266,0,pedestrians
1461042346775269377,2021-11-17 18:43:34+00:00,,,,Wir werden weiter im Bus vom Helge bedroht,False,Jenny,jennyAntifa,We are further threatened in the bus by the Helge,Negative,0.49268277345263733,-1,threatened
1461081762810023938,2021-11-17 21:20:12+00:00,,,, 23 Oh je du Arme Da kam gestern was bzgl der Virenlast und wo die Ansteckungsgefahr am g ,True,ᗩᑎGIᕮ ®,sweettweetangie, 23 Oh dear you poor There was something yesterday regarding the viral load and where the risk of infection at the g,Negative,0.8939818123018555,-1,something
1461129386267185152,2021-11-18 00:29:26+00:00,,,,Eingeschränkte Fahrzeugverfügbarkeit Dieser Zug fällt leider aus Ersatzverkehr mit Bus eingerichtet bahn ,False,DB Regio Bayern,streckenagentOB,Limited vehicle availability This train is unfortunately cancelled Substitute transport with bus set up bahn,Positive,0.02442789560101588,1,unfortunately
1461220908396392451,2021-11-18 06:33:07+00:00,,,,"Probleme mit Alkohol Im Meeting Arcis Anonyme Alkoholiker sprechen wir darüber jeden Samstag um 1900 Uhr 

Mün ",True,@bill&bob,arcismeeting,"Problems with alcohol At the Arcis Alcoholics Anonymous meeting we talk about this every Saturday at 1900 hrs.

Mün",Positive,0.8541851953982014,1,Alcoholics
1461240791683194880,2021-11-18 07:52:07+00:00,,"{'id': 'ba3fdf239c314d26', 'url': 'https://api.twitter.com/1.1/geo/id/ba3fdf239c314d26.json', 'place_type': 'city', 'name': 'Planegg', 'full_name': 'Planegg, Deutschland', 'country_code': 'DE', 'country': 'Germany', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[11.385065, 48.089355], [11.463634, 48.089355], [11.463634, 48.118412], [11.385065, 48.118412]]]}, 'attributes': {}}",,   QR Code am Bus und zum Event machen mit denn Corona App Wer das nutzt fahrt kostenlos mit,False,🌈 Happy Horror Sinclair.,PirateSoul4,   QR Code on the bus and make the event with the Corona App Who uses this ride for free with,Positive,0.7714775213455061,1,Corona
1461267938346950659,2021-11-18 09:40:00+00:00,,,,Ihr Spezialist für Busreparaturen in Bayern Mit Standorten in Feldkirchen bei München und Fürth ,True,AGK Truck & Bus GmbH,AGK_Bayern,Your specialist for bus repairs in Bavaria With locations in Feldkirchen near Munich and Fürth,Negative,0.5626311461214784,-1,Feldkirchen
1461281806712553474,2021-11-18 10:35:06+00:00,,,,"Probleme mit Alkohol Im Meeting Arcis Anonyme Alkoholiker sprechen wir darüber jeden Samstag um 1900 Uhr 

Mün ",True,@bill&bob,arcismeeting,"Problems with alcohol At the Arcis Alcoholics Anonymous meeting we talk about this every Saturday at 1900 hrs.

Mün",Neutral,0.07245241810575132,0,Alcoholics
1461285718366511108,2021-11-18 10:50:39+00:00,,"{'id': 'ba3fdf239c314d26', 'url': 'https://api.twitter.com/1.1/geo/id/ba3fdf239c314d26.json', 'place_type': 'city', 'name': 'Planegg', 'full_name': 'Planegg, Deutschland', 'country_code': 'DE', 'country': 'Germany', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[11.385065, 48.089355], [11.463634, 48.089355], [11.463634, 48.118412], [11.385065, 48.118412]]]}, 'attributes': {}}",,7  Ich warte nur auf den Bus,False,🌈 Happy Horror Sinclair.,PirateSoul4,7 I'm just waiting for the bus,Positive,0.0026928927389585633,1,waiting
1461347055750696962,2021-11-18 14:54:23+00:00,,,, K1 hat im Bus nen Nazi getroffen ihn freundlich aber bestimmt des Platzes verwiesen und dafür von K2 Applaus erhalten,False,Anton Steindl,Anton_1860, K1 has met a Nazi in the bus and has sent him away in a friendly but determined way and has received applause from K2 for it,Negative,0.2810172302253653,-1,determined
1461348384569102348,2021-11-18 14:59:40+00:00,,,,"  Erst waren es Chips jetzt ne Bombe
Als nächstes ein Jetpack und n Bus",False,MűñçhńêřBůá,Fm_Maxi_92,"  First it was chips now it's a bomb
Next a jetpack and a bus",Neutral,0.907183782414642,0,jetpack
1461364625820160009,2021-11-18 16:04:12+00:00,,,,AmpelKoalition verschärft CoronaMaßnahmen SPD Grüne und FDP beschließen 3 G am Arbeitsplatz sowie in Bus und ,True,SZ Politik,SZ_Politik,Ampel coalition tightens Corona measures SPD Greens and FDP decide 3 G at the workplace as well as in bus and,Neutral,0.08307347872291782,0,coalition
1461395134604619779,2021-11-18 18:05:26+00:00,,,,Der Bundestag hat es beschlossen die unionsgeführten Länder im Bundesrat sträuben sich Käme das neue Infektions ,True,BR24,BR24,"The Bundestag has passed the bill, but the CDU/CSU-led states in the Bundesrat (upper house of parliament) are resisting it.",Positive,0.5393447536188711,1,CDU/CSU-led
1461397019994460164,2021-11-18 18:12:55+00:00,,,,Heute zu Gast beim HUSSVERLAG GmbH zur Verleihung des Europäischen Transportpreis für nachhaltigkeit  in der Münc ,True,Anita Würmser,Logistik_Blog,Today we were guests at the HUSSVERLAG GmbH for the award ceremony of the European Transport Award for Sustainability in Munich.,Neutral,0.7541495486569684,0,Sustainability
1461437258708443143,2021-11-18 20:52:49+00:00,,,,Corona im öffentlichen Verkehr Das ändert sich bei Bus und Bahn ,False,Merkur.de,merkur_de,Corona in public transport What's changing on buses and trains?,Positive,0.6509534452126676,1,transport
1461469826078154753,2021-11-18 23:02:13+00:00,,,,17  Ich befürchte eher dass mit den jetzigen Coronazahlen der Zusatzbelastung durch 3G in BusampBahn ,True,Edmund Lauterbach,elba013,17 I rather fear that with the current corona figures of the additional load of 3G in BusampBahn,Neutral,0.37336225637081677,0,additional
1461487052869050372,2021-11-19 00:10:41+00:00,,,, 2G und 3G gibts in Bayern schon und hat bisher nichts gebracht 3G am Arbeitsplatz wie und wer kontr ,True,nonpreoccuparti,Laf3001, 2G and 3G already exist in Bavaria and have so far brought nothing 3G at the workplace how and who kontr,Neutral,0.7609551734508253,0,workplace
1461581087612846082,2021-11-19 06:24:20+00:00,,,,"Probleme mit Alkohol Im Meeting Arcis Anonyme Alkoholiker sprechen wir darüber jeden Samstag um 1900 Uhr 

Mün ",True,@bill&bob,arcismeeting,"Problems with alcohol At the Arcis Alcoholics Anonymous meeting we talk about this every Saturday at 1900 hrs.

Mün",Positive,0.26594755149043836,1,Alcoholics
1461589506096779264,2021-11-19 06:57:47+00:00,,,,"Da ist es wieder Das HenneEiPrinzip
WIE KOMME ICH IN DEN BUS ",False,Oliver🟢,OWitzig,"There it is again The HenEgg Principle
HOW DO I GET ON THE BUS",Positive,0.05249358166251272,1,Principle
1461590324791451656,2021-11-19 07:01:03+00:00,,,, Olaf Scholz  der Mann für 3G im Bus und Bahn ,False,Kai Thrun🕵️‍♀️,KaiThrun, Olaf Scholz the man for 3G on buses and trains,Positive,0.7432842316841215,1,Scholz
1461630326287990788,2021-11-19 09:40:00+00:00,,,,Wir sind Ihr Kompetenzpartner in allen Fragen zu BusReparatur Lackierung und Umbau Werkstattservice und Kleinb ,True,AGK Truck & Bus GmbH,AGK_Bayern,"We are your competent partner for all questions regarding bus repairs, paintwork and conversions, workshop service and small buses.",Neutral,0.9598050312605003,0,"conversions,"
1461645425870573570,2021-11-19 10:40:00+00:00,,,,Zu unseren größten Kunden zählen die Stadtwerke München sowie große namenhafte Münchener Busunternehmen wie Watzin ,True,AGK Truck & Bus GmbH,AGK_Bayern,"Among our biggest customers are the Munich public utility company as well as large, well-known Munich bus companies such as Watzin",Positive,0.6008749784265357,1,well-known
1461657204399001600,2021-11-19 11:26:48+00:00,,,,Mit dem Bus nach Bordeaux Klassenfahrten zu CoronaZeiten ,False,Merkur.de,merkur_de,By bus to Bordeaux Class trips to CoronaTimes,Negative,0.6341008326007184,-1,CoronaTimes
1461661940862889992,2021-11-19 11:45:37+00:00,,,, Ne aber meine AK 47 Lass ich manchmal im Bus liegen,False,Timo Jürgens 🏳️‍🌈🌈,Timo_Juergens, Ne but my AK 47 I sometimes leave on the bus,Neutral,0.8691826495097753,0,sometimes
1461675504902287361,2021-11-19 12:39:31+00:00,,,," Nicht nur du 
Außer im Zug Da ist ja klar dass die kommt

Aber in Bus Tram SBahn",False,Systemfehler,Systemfehler20," Not just you
Except on the train, of course she's coming.

But on bus, tram, subway",Neutral,0.6429118402767635,0,coming.
1461704316318851085,2021-11-19 14:34:00+00:00,,,,FC Bayern mit dem Bus nach Augsburg aufgebrochen  ,False,FC Bayern News,fcbayern_news,FC Bayern set off by bus for Augsburg,Negative,0.9511627956818052,-1,Augsburg
1461718327999574024,2021-11-19 15:29:41+00:00,,,,Corona macht UBahn Bus und Tram pünktlicher  das sind die Gründe ,False,Merkur.de,merkur_de,Corona makes UBahn bus and tram more punctual these are the reasons,Negative,0.5005097742276723,-1,punctual
1461738760899604480,2021-11-19 16:50:53+00:00,,,,SWB Bus und Bahn   sucht eineneine Bauüberwacher Bahnbau mwd  in Bonn Bonn jobs ,True,JobNinja,JobNinjaEU,SWB Bus und Bahn is looking for a construction supervisor railway construction mwd in Bonn Bonn jobs,Negative,0.6202876781407336,-1,construction
1461779962323685383,2021-11-19 19:34:36+00:00,,,," Das hast du völlig richtig gemacht
Eigentlich hättest sie noch drauf hinweisen müssen dass sie an ",True,Franz 🎾,fms_munich," You did the right thing.
Actually, you should have pointed out that she was working on",Neutral,0.2856622686471386,0,"Actually,"
1461807763617689617,2021-11-19 21:25:04+00:00,,,,"AudiFahrer gerät auf Gegenspur Mann 70 stirbt bei Unfall mit BusBootGespann 
Bayern  ",False,TAG24 NEWS München,TAG24M,"Audi driver gets into oncoming lane Man 70 dies in accident with bus-boat team
Bavaria",Negative,0.05125865314124178,-1,oncoming
1461923802246524937,2021-11-20 05:06:10+00:00,,,,Probleme mit Alkohol Im Meeting Arcis Anonyme Alkoholiker München sprechen wir darüber jeden Samstag um 1900 Uh ,True,@bill&bob,arcismeeting,Problems with alcohol In the meeting Arcis Alcoholics Anonymous Munich we talk about it every Saturday at 1900 Uh,Negative,0.7258479010252564,-1,Alcoholics
1461925698424250370,2021-11-20 05:13:42+00:00,,,,"Heute Meeting Arcis Anonyme Alkoholiker München wie jeden Samstag um 1900 Uhr 

München Schwabing Nähe Nordbad ",True,@bill&bob,arcismeeting,"Today meeting Arcis Alcoholics Anonymous Munich as every Saturday at 1900 clock

Munich Schwabing near Nordbad",Negative,0.4517261767766032,-1,Alcoholics
1461958943215964163,2021-11-20 07:25:48+00:00,,,,   Lasst die Gaststätten offen und nicht nur bus 22 Uhr,False,Vinzent Vegas,Vinzent_Vegas,   Keep the pubs open and not only bus 22 clock,Positive,0.7299462970851648,1,clock
1462002184032239618,2021-11-20 10:17:38+00:00,,,,Weigl über Anschlag Schatz ne Bombe ,False,SPORT1,SPORT1,Weigl about stop treasure ne bomb,Positive,0.1272271552103289,1,treasure
1462054998490198020,2021-11-20 13:47:29+00:00,,,,Natürlich so getaktet dass Anschlussbahn und Bus sich auf die Minute verpassen ,False,Der eine da,Kevin_sdrn,"Of course, timed so that the connecting train and bus miss each other to the minute.",Neutral,0.8077751061338196,0,connecting
1462173896564744193,2021-11-20 21:39:57+00:00,,,,"Jetzt auch auf Instagram Wo bitte gehts zum Bus
",False,Edmund Lauterbach,elba013,"Now also on Instagram Where please go to the bus
",Negative,0.5373584532985981,-1,Instagram
1462321121278271491,2021-11-21 07:24:58+00:00,,,,Bitte Deswegen ist es doch rot angemalt Da muss man schon damit rechnen dass ein Bus auf dem Radstreifen fährt ,False,Daniela Becker,dansiela_b,Please That's why it's painted red You have to expect a bus to drive on the bike lane,Positive,0.516833562282342,1,painted
1462323562681933826,2021-11-21 07:34:40+00:00,,,," Gute Idee auch Splittergruppen müssen erfasst werden 
Ich denke hier in MUC wäre ein Satz Busse top ",True,truegrueni 💉💉,truegrueni," Good idea also splinter groups must be recorded
I think here in MUC would be a set of buses top",Positive,0.15208527219061085,1,splinter
1462324634880286720,2021-11-21 07:38:56+00:00,,,, Deine Grundidee ist auf jeden Fall korrekt neulich im tv über Bremen glaub ich die ham sich die Hots ,True,truegrueni 💉💉,truegrueni, Your basic idea is correct in any case the other day on tv about Bremen I think they got the hots,Negative,0.9862259314592794,-1,correct
1462383260424716291,2021-11-21 11:31:53+00:00,,,," Neu auf  

In Ghost Tropic schläft eine Frau nach der Arbeit im Bus ein und muss nun von der Endhaltestell ",True,Film-Rezensionen.de,filmrezensionen," New on

In Ghost Tropic, a woman falls asleep on the bus after work, and now has to walk from the final stop",Positive,0.1059303939550339,1,"Tropic,"
1462387817343029250,2021-11-21 11:50:00+00:00,,,,Pandemie 3G in Bus und Bahn  Was Fahrgäste jetzt wissen müssen Covid19   via ,False,Egbert,forch20131,Pandemic 3G on buses and trains What passengers need to know now Covid19 via,Neutral,0.3360424735426355,0,passengers
1462402699945775108,2021-11-21 12:49:08+00:00,,,,  Noise Cancelling Kopfhörer Meine besten Freunde,False,Ramona | Zockernautin,Eltragalibros,  Noise Cancelling Headphones My Best Friends,Neutral,0.14340102029620427,0,Cancelling
1462419271494025224,2021-11-21 13:54:59+00:00,,"{'id': '5867d1b3eeb9a4e8', 'url': 'https://api.twitter.com/1.1/geo/id/5867d1b3eeb9a4e8.json', 'place_type': 'neighborhood', 'name': 'Pasing-Obermenzing', 'full_name': 'Pasing-Obermenzing, München', 'country_code': 'DE', 'country': 'Germany', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[11.431733, 48.128517], [11.492077, 48.128517], [11.492077, 48.176466], [11.431733, 48.176466]]]}, 'attributes': {}}",,und wo Du schon dabei bist Sinnlos im Münchner Westen rumzufahren  dann darfst Du auch noch vor Kälte bibbernd ,True,Regina Koller,KollerRegina,and since you are already senselessly driving around in the west of Munich then you may also still be shivering from the cold.,Neutral,0.10416337286156352,0,senselessly
1462436251945033730,2021-11-21 15:02:27+00:00,,,, Dass die Verbindung Zwiesel  Spiegelau  Grafenau nicht aufgegeben wurde ist der Regentalbahn zu ver ,True,Nina Reitz,reitz_nina, The fact that the connection Zwiesel Spiegelau Grafenau was not abandoned is due to the Regentalbahn.,Neutral,0.7522006973225707,0,Regentalbahn.
1462456647708815363,2021-11-21 16:23:30+00:00,,,, Was hast Du für nen Bus,False,Holger Wolff,HolgerWolff3, What do you have for nen bus,Positive,0.6617512739199358,1,What
1462478004974759947,2021-11-21 17:48:22+00:00,,,,Strengere CoronaRegeln auch in Bus Bahn und Flugzeug ,False,Merkur.de,merkur_de,"Stricter Corona rules also on buses, trains and planes",Neutral,0.5110142609778277,0,Stricter
1462497075589959691,2021-11-21 19:04:09+00:00,,,,65400282 71  Oder der Schläger war schlecht bespannt Oder der Bus hatte Verspätung Oder ,True,"Me, I‘m Counting",loumeimcounting,65400282 71 Or the racket was badly strung Or the bus was late Or,Negative,0.6824439787305724,-1,65400282
1462502070301466635,2021-11-21 19:24:00+00:00,,"{'id': '37439688c6302728', 'url': 'https://api.twitter.com/1.1/geo/id/37439688c6302728.json', 'place_type': 'city', 'name': 'Munich', 'full_name': 'Munich, Germany', 'country_code': 'DE', 'country': 'Germany', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[11.360589, 48.061634], [11.722918, 48.061634], [11.722918, 48.248124], [11.360589, 48.248124]]]}, 'attributes': {}}",,3 dreiviertel Stunden in der Kälte am Vereinsgelände des SV MünchenLaim eV auf die versprochene spontanohne Ter ,True,Regina Koller,KollerRegina,3 three-quarters of an hour in the cold at the club grounds of SV MünchenLaim eV waiting for the promised spontaneous without Ter,Positive,0.3419405854327797,1,three-quarters
1462508126633173000,2021-11-21 19:48:04+00:00,,,,3G in Bus und Bahn Was schon klar ist  und was nicht ,False,BR24,BR24,3G in bus and train What is already clear and what is not,Positive,0.30323452140457563,1,already
1462552162161106951,2021-11-21 22:43:03+00:00,,,, Nur wartest Du sicher nie auf einen Bus Nils,False,lizard_king,lizzardkiing," Only you never wait for a bus, Nils...",Positive,0.3114541768562248,1,Nils...
1462662847465504768,2021-11-22 06:02:52+00:00,,,, 3G in Bus und Bahn schon in dieser Woche Was Fahrgäste jetzt wissen müssen  ,False,FOCUS Eilmeldungen,FOCUS_Eil, 3G on buses and trains as early as this week What passengers need to know now,Negative,0.6731652042403271,-1,passengers
1462707598847889409,2021-11-22 09:00:42+00:00,,,, Wann kann eigentlich die Mehrheit der deutschen Nutzer mit IPv4 CGN und echter IPv6 das FritzVPN nutzen D ,True,Lars Duesing,lduesing, When can actually the majority of German users with IPv4 CGN and real IPv6 use the FritzVPN D,Negative,0.3807451065157471,-1,actually
1462708743305637892,2021-11-22 09:05:14+00:00,,,, Wer vom Land hat heute vor der Arbeit einen kilometerweiten Fußmarsch oder Radltour zum Testzentrum gem ,True,Grantler,oida_grantler, Who from the country has today before the work a kilometer-wide foot march or Radltour to the test center gem,Positive,0.8595145613071384,1,kilometer-wide
